1884.11.02_Lloyd'sWeeklyNewspaper_0002,1884.11.01_TheLeedsMercury_0007
1885.04.10_AberdeenWeeklyJournal_0003,1884.11.07_TheLeedsMercury_0006
1885.04.10_BirminghamDailyPost_0006,1884.11.27_DailyNews_0006
1885.04.10_DailyNews_0002,1884.11.01_BirminghamDailyPost_0006
1885.04.10_Freeman'sJournalandDailyCommercialAdvertiser_0002,1884.11.29_TheBelfastNews-Letter_0003
1885.04.10_GlasgowHerald_0005,1884.11.07_TheLeedsMercury_0006
1885.04.10_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.04.10_LiverpoolMercuryetc_0008,1884.11.06_GlasgowHerald_0007
1885.04.10_TheBelfastNews-Letter_0002,1884.11.29_NorthWalesChronicle_0002
1885.04.10_TheBelfastNews-Letter_0006,1884.11.28_TheLeedsMercury_0006
1885.04.10_TheHullPacketandEastRidingTimes_0002,1884.11.22_NorthWalesChronicle_0002
1885.04.10_TheHullPacketandEastRidingTimes_0003,1884.11.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1885.04.10_TheHullPacketandEastRidingTimes_0006,1884.11.29_TheIllustratedPoliceNewsetc_0004
1885.04.10_TheHullPacketandEastRidingTimes_0007,1884.11.01_Jackson'sOxfordJournal_0008
1885.04.10_TheLeedsMercury_0001,1884.11.14_TheHullPacketandEastRidingTimes_0002
1885.04.10_TheLeedsMercury_0004,1884.11.12_TheBristolMercuryandDailyPost_0007
1885.04.10_TheLeedsMercury_0006,1884.11.10_GlasgowHerald_0005
1885.04.10_WesternMail_0004,1884.11.05_DailyNews_0007
1885.04.11_AberdeenWeeklyJournal_0003,1884.11.04_TheLeedsMercury_0006
1885.04.11_BirminghamDailyPost_0006,1884.11.29_GlasgowHerald_0003
1885.04.11_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.27_GlasgowHerald_0007
1885.04.11_Freeman'sJournalandDailyCommercialAdvertiser_0008,1884.11.26_TheDerbyMercury_0001
1885.04.11_GlasgowHerald_0002,1884.11.01_NorthWalesChronicle_0002
1885.04.11_GlasgowHerald_0007,1884.11.05_BirminghamDailyPost_0006
1885.04.11_HampshireTelegraphandSussexChronicleetc_0002,1884.11.13_TheLeedsMercury_0003
1885.04.11_HampshireTelegraphandSussexChronicleetc_0007,1884.11.29_Jackson'sOxfordJournal_0002
1885.04.11_Jackson'sOxfordJournal_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.04.11_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.04.11_LiverpoolMercuryetc_0008,1884.11.27_GlasgowHerald_0007
1885.04.11_NorthWalesChronicle_0001,1884.11.01_TheIpswichJournal_0002
1885.04.11_NorthWalesChronicle_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.04.11_NorthWalesChronicle_0007,1884.11.15_TheIllustratedPoliceNewsetc_0004
1885.04.11_TheBelfastNews-Letter_0002,1884.11.14_TheHullPacketandEastRidingTimes_0002
1885.04.11_TheBelfastNews-Letter_0003,1884.11.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.04.11_TheBelfastNews-Letter_0006,1884.11.08_TheLeedsMercury_0011
1885.04.11_TheIpswichJournal_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.04.11_TheIpswichJournal_0005,1884.11.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1885.04.11_TheIpswichJournal_0006,1884.11.19_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006
1885.04.11_TheLeedsMercury_0002,1884.11.01_GlasgowHerald_0007
1885.04.11_TheLeedsMercury_0005,1884.11.26_BirminghamDailyPost_0006
1885.04.11_TheLeedsMercury_S0004,1884.11.18_BirminghamDailyPost_0002
1885.04.11_ThePrestonGuardianetc_0002,1884.11.01_NorthWalesChronicle_0006
1885.04.11_ThePrestonGuardianetc_0004,1884.11.14_TheHullPacketandEastRidingTimes_0002
1885.04.11_ThePrestonGuardianetc_0006,1884.11.08_TheIpswichJournal_S0002
1885.04.11_ThePrestonGuardianetc_0007,1884.11.14_TheHullPacketandEastRidingTimes_0002
1885.04.11_ThePrestonGuardianetc_0008,1884.11.19_TheDerbyMercury_0004
1885.04.11_YGoleuad_0012,1884.11.29_TheBelfastNews-Letter_0003
1885.04.11_YGoleuad_0016,1884.11.26_BaneracAmserauCymru_0015
1885.04.13_AberdeenWeeklyJournal_0003,1884.11.07_TheLeedsMercury_0006
1885.04.13_BirminghamDailyPost_0006,1884.11.11_GlasgowHerald_0007
1885.04.13_DailyNews_0002,1884.11.10_BirminghamDailyPost_0006
1885.04.13_GlasgowHerald_0005,1884.11.07_TheLeedsMercury_0006
1885.04.13_GlasgowHerald_0011,1884.11.22_NorthWalesChronicle_0002
1885.04.13_LiverpoolMercuryetc_0006,1884.11.11_GlasgowHerald_0007
1885.04.13_LiverpoolMercuryetc_0008,1884.11.11_GlasgowHerald_0007
1885.04.13_TheLeedsMercury_0001,1884.11.29_GlasgowHerald_0002
1885.04.13_TheLeedsMercury_0004,1884.11.24_TheBelfastNews-Letter_0006
1885.04.13_TheLeedsMercury_0006,1884.11.04_TheBelfastNews-Letter_0006
1885.04.14_AberdeenWeeklyJournal_0003,1884.11.06_TheLeedsMercury_0006
1885.04.14_BirminghamDailyPost_0001,1884.11.24_TheLeedsMercury_0001
1885.04.14_BirminghamDailyPost_0006,1884.11.14_TheLeedsMercury_0006
1885.04.14_DailyNews_0006,1884.11.27_BirminghamDailyPost_0006
1885.04.14_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.21_TheLeedsMercury_0006
1885.04.14_GlasgowHerald_0007,1884.11.28_TheLeedsMercury_0006
1885.04.14_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.04.14_LiverpoolMercuryetc_0008,1884.11.27_GlasgowHerald_0007
1885.04.14_NorthernEcho_0002,1884.11.18_BirminghamDailyPost_0006
1885.04.14_TheBelfastNews-Letter_0006,1884.11.18_BirminghamDailyPost_0006
1885.04.14_TheLeedsMercury_0006,1884.11.18_BirminghamDailyPost_0006
1885.04.15_AberdeenWeeklyJournal_0003,1884.11.07_TheLeedsMercury_0006
1885.04.15_BaneracAmserauCymru_0015,1884.11.01_YGoleuad_0016
1885.04.15_BirminghamDailyPost_0006,1884.11.11_GlasgowHerald_0007
1885.04.15_DailyNews_0002,1884.11.14_BirminghamDailyPost_0006
1885.04.15_GlasgowHerald_0005,1884.11.14_TheLeedsMercury_0006
1885.04.15_LiverpoolMercuryetc_0003,1884.11.13_TheLeedsMercury_0003
1885.04.15_LiverpoolMercuryetc_0006,1884.11.11_GlasgowHerald_0007
1885.04.15_LiverpoolMercuryetc_0008,1884.11.11_GlasgowHerald_0007
1885.04.15_NorthernEcho_0002,1884.11.11_GlasgowHerald_0007
1885.04.15_TheBelfastNews-Letter_0003,1884.11.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.04.15_TheBristolMercuryandDailyPost_0007,1884.11.13_GlasgowHerald_0007
1885.04.15_TheLeedsMercury_0004,1884.11.11_GlasgowHerald_0007
1885.04.15_TheLeedsMercury_0006,1884.11.27_GlasgowHerald_0007
1885.04.15_ThePallMallGazette_0015,1884.11.29_Freeman'sJournalandDailyCommercialAdvertiser_0003
1885.04.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1884.11.01_Jackson'sOxfordJournal_0002
1885.04.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.04.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0007,1884.11.08_TheIpswichJournal_S0002
1885.04.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008,1884.11.26_TheDerbyMercury_0007
1885.04.16_AberdeenWeeklyJournal_0003,1884.11.20_TheLeedsMercury_0006
1885.04.16_BirminghamDailyPost_0006,1884.11.21_TheLeedsMercury_0006
1885.04.16_GlasgowHerald_0007,1884.11.07_TheLeedsMercury_0006
1885.04.16_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.04.16_LiverpoolMercuryetc_0008,1884.11.11_GlasgowHerald_0007
1885.04.16_TheBristolMercuryandDailyPost_0007,1884.11.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.04.16_TheLeedsMercury_0004,1884.11.27_GlasgowHerald_0007
1885.04.16_TheLeedsMercury_0006,1884.11.11_GlasgowHerald_0007
1885.04.16_WesternMail_0004,1884.11.13_TheBelfastNews-Letter_0002
1885.04.17_AberdeenWeeklyJournal_0003,1884.11.07_TheLeedsMercury_0006
1885.04.17_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1885.04.17_DailyNews_0002,1884.11.04_BirminghamDailyPost_0006
1885.04.17_GlasgowHerald_0005,1884.11.08_TheLeedsMercury_0011
1885.04.17_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.04.17_LiverpoolMercuryetc_0008,1884.11.11_GlasgowHerald_0007
1885.04.17_TheBelfastNews-Letter_0006,1884.11.07_TheLeedsMercury_0006
1885.04.17_TheHullPacketandEastRidingTimes_0002,1884.11.22_TheIpswichJournal_0002
1885.04.17_TheHullPacketandEastRidingTimes_0003,1884.11.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1885.04.17_TheHullPacketandEastRidingTimes_0006,1884.11.29_TheIllustratedPoliceNewsetc_0004
1885.04.17_TheHullPacketandEastRidingTimes_0007,1884.11.01_Jackson'sOxfordJournal_0008
1885.04.17_TheLeedsMercury_0006,1884.11.11_GlasgowHerald_0007
1885.04.18_AberdeenWeeklyJournal_0003,1884.11.07_TheLeedsMercury_0006
1885.04.18_BirminghamDailyPost_0006,1884.11.21_TheLeedsMercury_0006
1885.04.18_DailyNews_0002,1884.11.05_BirminghamDailyPost_0006
1885.04.18_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.01_GlasgowHerald_0003
1885.04.18_GlasgowHerald_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.04.18_GlasgowHerald_0003,1884.11.28_TheLeedsMercury_0006
1885.04.18_HampshireTelegraphandSussexChronicleetc_0002,1884.11.13_TheLeedsMercury_0003
1885.04.18_Jackson'sOxfordJournal_0002,1884.11.21_TheHullPacketandEastRidingTimes_0002
1885.04.18_Jackson'sOxfordJournal_0003,1884.11.25_BirminghamDailyPost_0006
1885.04.18_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.04.18_LiverpoolMercuryetc_0008,1884.11.06_GlasgowHerald_0007
1885.04.18_NorthWalesChronicle_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.04.18_NorthWalesChronicle_0003,1884.11.15_TheIllustratedPoliceNewsetc_0004
1885.04.18_TheBelfastNews-Letter_0006,1884.11.28_TheLeedsMercury_0006
1885.04.18_TheIllustratedPoliceNewsetc_0004,1884.11.23_Reynolds'sNewspaper_0007
1885.04.18_TheIpswichJournal_0002,1884.11.14_TheHullPacketandEastRidingTimes_0002
1885.04.18_TheIpswichJournal_0003,1884.11.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1885.04.18_TheIpswichJournal_0007,1884.11.12_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006
1885.04.18_TheLeedsMercury_0005,1884.11.26_BirminghamDailyPost_0006
1885.04.18_TheLeedsMercury_S0004,1884.11.19_TheDerbyMercury_0004
1885.04.18_ThePrestonGuardianetc_0006,1884.11.01_NorthWalesChronicle_0006
1885.04.18_ThePrestonGuardianetc_0007,1884.11.08_TheIpswichJournal_S0002
1885.04.18_ThePrestonGuardianetc_0008,1884.11.21_TheHullPacketandEastRidingTimes_0002
1885.04.18_YGoleuad_0016,1884.11.26_BaneracAmserauCymru_0015
1885.04.19_Reynolds'sNewspaper_0007,1884.11.29_NorthWalesChronicle_0002
1885.04.20_AberdeenWeeklyJournal_0003,1884.11.06_GlasgowHerald_0007
1885.04.20_BirminghamDailyPost_0006,1884.11.27_DailyNews_0006
1885.04.20_DailyNews_0002,1884.11.05_BirminghamDailyPost_0006
1885.04.20_Freeman'sJournalandDailyCommercialAdvertiser_0002,1884.11.13_TheBelfastNews-Letter_0002
1885.04.20_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.11_GlasgowHerald_0007
1885.04.20_GlasgowHerald_0005,1884.11.14_TheLeedsMercury_0006
1885.04.20_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.04.20_LiverpoolMercuryetc_0008,1884.11.11_GlasgowHerald_0007
1885.04.20_TheBelfastNews-Letter_0006,1884.11.27_GlasgowHerald_0007
1885.04.20_TheLeedsMercury_0001,1884.11.14_TheHullPacketandEastRidingTimes_0002
1885.04.20_TheLeedsMercury_0006,1884.11.04_GlasgowHerald_0007
1885.04.21_AberdeenWeeklyJournal_0003,1884.11.20_TheLeedsMercury_0006
1885.04.21_BirminghamDailyPost_0006,1884.11.04_TheLeedsMercury_0006
1885.04.21_DailyNews_0006,1884.11.12_BirminghamDailyPost_0006
1885.04.21_GlasgowHerald_0002,1884.11.24_TheLeedsMercury_0001
1885.04.21_GlasgowHerald_0007,1884.11.13_BirminghamDailyPost_0006
1885.04.21_LiverpoolMercuryetc_0006,1884.11.11_GlasgowHerald_0007
1885.04.21_LiverpoolMercuryetc_0008,1884.11.06_GlasgowHerald_0007
1885.04.21_NorthernEcho_0002,1884.11.11_GlasgowHerald_0007
1885.04.21_TheBelfastNews-Letter_0006,1884.11.18_BirminghamDailyPost_0006
1885.04.21_TheBristolMercuryandDailyPost_0007,1884.11.11_GlasgowHerald_0007
1885.04.21_TheIpswichJournal_0004,1884.11.01_Jackson'sOxfordJournal_0003
1885.04.21_TheLeedsMercury_0001,1884.11.22_NorthWalesChronicle_0002
1885.04.21_TheLeedsMercury_0006,1884.11.06_GlasgowHerald_0007
1885.04.21_WesternMail_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.04.22_AberdeenWeeklyJournal_0007,1884.11.26_TheLeedsMercury_0006
1885.04.22_BaneracAmserauCymru_0015,1884.11.29_TheIllustratedPoliceNewsetc_0004
1885.04.22_BirminghamDailyPost_0004,1884.11.01_TheLeedsMercury_S0004
1885.04.22_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1885.04.22_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.05_BirminghamDailyPost_0006
1885.04.22_GlasgowHerald_0005,1884.11.05_BirminghamDailyPost_0006
1885.04.22_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.04.22_LiverpoolMercuryetc_0008,1884.11.11_GlasgowHerald_0007
1885.04.22_TheBelfastNews-Letter_0006,1884.11.12_TheBristolMercuryandDailyPost_0007
1885.04.22_TheDerbyMercury_0007,1884.11.14_TheHullPacketandEastRidingTimes_0002
1885.04.22_TheLeedsMercury_0006,1884.11.05_BirminghamDailyPost_0006
1885.04.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1884.11.21_TheLeedsMercury_0006
1885.04.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006,1884.11.01_NorthWalesChronicle_0006
1885.04.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0007,1884.11.08_TheIpswichJournal_S0002
1885.04.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008,1884.11.01_Jackson'sOxfordJournal_0008
1885.04.22_WesternMail_0004,1884.11.22_NorthWalesChronicle_0002
1885.04.23_AberdeenWeeklyJournal_0003,1884.11.28_TheLeedsMercury_0006
1885.04.23_BirminghamDailyPost_0006,1884.11.27_DailyNews_0006
1885.04.23_DailyNews_0002,1884.11.05_BirminghamDailyPost_0006
1885.04.23_Freeman'sJournalandDailyCommercialAdvertiser_0002,1884.11.24_TheLeedsMercury_0001
1885.04.23_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.11_GlasgowHerald_0007
1885.04.23_GlasgowHerald_0003,1884.11.14_TheLeedsMercury_0006
1885.04.23_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.04.23_LiverpoolMercuryetc_0008,1884.11.06_GlasgowHerald_0007
1885.04.23_TheBristolMercuryandDailyPost_0007,1884.11.07_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.04.23_TheLeedsMercury_0001,1884.11.29_NorthWalesChronicle_0002
1885.04.23_TheLeedsMercury_0004,1884.11.10_AberdeenWeeklyJournal_0003
1885.04.23_TheLeedsMercury_0006,1884.11.06_GlasgowHerald_0007
1885.04.24_AberdeenWeeklyJournal_0003,1884.11.20_TheLeedsMercury_0006
1885.04.24_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1885.04.24_Freeman'sJournalandDailyCommercialAdvertiser_0002,1884.11.29_TheBelfastNews-Letter_0003
1885.04.24_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.11_GlasgowHerald_0007
1885.04.24_GlasgowHerald_0005,1884.11.07_TheLeedsMercury_0006
1885.04.24_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.04.24_LiverpoolMercuryetc_0008,1884.11.11_GlasgowHerald_0007
1885.04.24_NorthernEcho_0002,1884.11.11_GlasgowHerald_0007
1885.04.24_TheBelfastNews-Letter_0003,1884.11.07_TheLeedsMercury_0006
1885.04.24_TheBristolMercuryandDailyPost_0007,1884.11.20_GlasgowHerald_0007
1885.04.24_TheHullPacketandEastRidingTimes_0002,1884.11.22_TheIpswichJournal_0002
1885.04.24_TheHullPacketandEastRidingTimes_0003,1884.11.01_Jackson'sOxfordJournal_0002
1885.04.24_TheHullPacketandEastRidingTimes_0006,1884.11.29_TheIllustratedPoliceNewsetc_0004
1885.04.24_TheHullPacketandEastRidingTimes_0007,1884.11.15_Jackson'sOxfordJournal_0008
1885.04.24_TheLeedsMercury_0001,1884.11.29_NorthWalesChronicle_0002
1885.04.24_TheLeedsMercury_0006,1884.11.20_GlasgowHerald_0007
1885.04.25_AberdeenWeeklyJournal_0003,1884.11.08_Freeman'sJournalandDailyCommercialAdvertiser_0003
1885.04.25_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1885.04.25_DailyNews_0002,1884.11.12_BirminghamDailyPost_0006
1885.04.25_GlasgowHerald_0003,1884.11.28_TheLeedsMercury_0006
1885.04.25_GlasgowHerald_0007,1884.11.29_NorthWalesChronicle_0002
1885.04.25_HampshireTelegraphandSussexChronicleetc_0002,1884.11.20_TheLeedsMercury_0008
1885.04.25_HampshireTelegraphandSussexChronicleetc_0007,1884.11.01_Jackson'sOxfordJournal_0002
1885.04.25_Jackson'sOxfordJournal_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.04.25_Jackson'sOxfordJournal_0003,1884.11.18_BirminghamDailyPost_0006
1885.04.25_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.04.25_LiverpoolMercuryetc_0008,1884.11.11_GlasgowHerald_0007
1885.04.25_NorthernEcho_0002,1884.11.11_GlasgowHerald_0007
1885.04.25_NorthWalesChronicle_0001,1884.11.15_TheIpswichJournal_0002
1885.04.25_NorthWalesChronicle_0002,1884.11.21_TheHullPacketandEastRidingTimes_0002
1885.04.25_NorthWalesChronicle_0003,1884.11.08_TheIllustratedPoliceNewsetc_0004
1885.04.25_TheIpswichJournal_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.04.25_TheIpswichJournal_0007,1884.11.12_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006
1885.04.25_TheLeedsMercury_0010,1884.11.27_GlasgowHerald_0007
1885.04.25_TheLeedsMercury_S0004,1884.11.18_BirminghamDailyPost_0002
1885.04.25_ThePrestonGuardianetc_0006,1884.11.08_TheIpswichJournal_S0002
1885.04.25_ThePrestonGuardianetc_0007,1884.11.07_TheHullPacketandEastRidingTimes_0002
1885.04.25_ThePrestonGuardianetc_0008,1884.11.01_NorthWalesChronicle_0006
1885.04.25_YGoleuad_0016,1884.11.26_BaneracAmserauCymru_0015
1885.04.26_Reynolds'sNewspaper_0007,1884.11.27_TheLeedsMercury_0001
1885.04.27_AberdeenWeeklyJournal_0003,1884.11.06_GlasgowHerald_0007
1885.04.27_BirminghamDailyPost_0006,1884.11.11_GlasgowHerald_0007
1885.04.27_DailyNews_0002,1884.11.15_BirminghamDailyPost_0006
1885.04.27_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.07_TheLeedsMercury_0006
1885.04.27_GlasgowHerald_0005,1884.11.07_TheLeedsMercury_0006
1885.04.27_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.04.27_LiverpoolMercuryetc_0008,1884.11.06_GlasgowHerald_0007
1885.04.27_NorthernEcho_0002,1884.11.13_BirminghamDailyPost_0006
1885.04.27_TheBristolMercuryandDailyPost_0007,1884.11.13_GlasgowHerald_0007
1885.04.27_TheLeedsMercury_0001,1884.11.29_GlasgowHerald_0002
1885.04.27_TheLeedsMercury_0006,1884.11.11_GlasgowHerald_0007
1885.04.28_AberdeenWeeklyJournal_0003,1884.11.20_TheLeedsMercury_0006
1885.04.28_BirminghamDailyPost_0006,1884.11.04_TheLeedsMercury_0006
1885.04.28_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.11_GlasgowHerald_0007
1885.04.28_GlasgowHerald_0003,1884.11.14_TheLeedsMercury_0006
1885.04.28_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.04.28_LiverpoolMercuryetc_0008,1884.11.11_GlasgowHerald_0007
1885.04.28_NorthernEcho_0002,1884.11.18_BirminghamDailyPost_0006
1885.04.28_TheBelfastNews-Letter_0006,1884.11.18_BirminghamDailyPost_0006
1885.04.28_TheBristolMercuryandDailyPost_0007,1884.11.07_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.04.28_TheLeedsMercury_0001,1884.11.29_NorthWalesChronicle_0002
1885.04.28_TheLeedsMercury_0006,1884.11.06_GlasgowHerald_0007
1885.04.28_WesternMail_0004,1884.11.29_GlasgowHerald_0002
1885.04.29_AberdeenWeeklyJournal_0003,1884.11.20_TheLeedsMercury_0006
1885.04.29_AberdeenWeeklyJournal_0004,1884.11.22_TheLeedsMercury_S0004
1885.04.29_BaneracAmserauCymru_0015,1884.11.29_TheIllustratedPoliceNewsetc_0004
1885.04.29_BirminghamDailyPost_0006,1884.11.27_DailyNews_0006
1885.04.29_DailyNews_0002,1884.11.06_GlasgowHerald_0007
1885.04.29_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.11_GlasgowHerald_0007
1885.04.29_GlasgowHerald_0005,1884.11.05_BirminghamDailyPost_0006
1885.04.29_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.04.29_LiverpoolMercuryetc_0008,1884.11.06_GlasgowHerald_0007
1885.04.29_TheBristolMercuryandDailyPost_0007,1884.11.20_AberdeenWeeklyJournal_0003
1885.04.29_TheLeedsMercury_0001,1884.11.29_GlasgowHerald_0002
1885.04.29_TheLeedsMercury_0004,1884.11.19_TheBristolMercuryandDailyPost_0007
1885.04.29_TheLeedsMercury_0006,1884.11.20_GlasgowHerald_0007
1885.04.29_ThePallMallGazette_0015,1884.11.13_Freeman'sJournalandDailyCommercialAdvertiser_0002
1885.04.29_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1884.11.13_TheBelfastNews-Letter_0002
1885.04.29_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006,1884.11.01_NorthWalesChronicle_0006
1885.04.29_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0007,1884.11.08_TheIpswichJournal_S0002
1885.04.30_AberdeenWeeklyJournal_0003,1884.11.20_TheLeedsMercury_0006
1885.04.30_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1885.04.30_DailyNews_0006,1884.11.06_GlasgowHerald_0007
1885.04.30_GlasgowHerald_0003,1884.11.07_TheLeedsMercury_0006
1885.04.30_LiverpoolMercuryetc_0003,1884.11.13_TheLeedsMercury_0003
1885.04.30_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.04.30_LiverpoolMercuryetc_0008,1884.11.06_GlasgowHerald_0007
1885.04.30_NorthernEcho_0002,1884.11.06_GlasgowHerald_0007
1885.04.30_TheBristolMercuryandDailyPost_0007,1884.11.18_BirminghamDailyPost_0006
1885.04.30_TheLeedsMercury_0004,1884.11.15_TheBelfastNews-Letter_0008
1885.04.30_TheLeedsMercury_0006,1884.11.04_GlasgowHerald_0007
1885.04.30_WesternMail_0004,1884.11.11_GlasgowHerald_0007
1885.05.01_AberdeenWeeklyJournal_0003,1884.11.07_TheLeedsMercury_0006
1885.05.01_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1885.05.01_DailyNews_0007,1884.11.12_BirminghamDailyPost_0006
1885.05.01_GlasgowHerald_0005,1884.11.28_TheLeedsMercury_0006
1885.05.01_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.05.01_LiverpoolMercuryetc_0007,1884.11.13_GlasgowHerald_0007
1885.05.01_LiverpoolMercuryetc_0008,1884.11.11_GlasgowHerald_0007
1885.05.01_NorthernEcho_0002,1884.11.06_GlasgowHerald_0007
1885.05.01_TheBelfastNews-Letter_0006,1884.11.07_TheLeedsMercury_0006
1885.05.01_TheHullPacketandEastRidingTimes_0002,1884.11.22_TheIpswichJournal_0002
1885.05.01_TheHullPacketandEastRidingTimes_0003,1884.11.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1885.05.01_TheHullPacketandEastRidingTimes_0006,1884.11.29_TheIllustratedPoliceNewsetc_0004
1885.05.01_TheHullPacketandEastRidingTimes_0007,1884.11.01_Jackson'sOxfordJournal_0008
1885.05.01_TheLeedsMercury_0001,1884.11.04_TheBelfastNews-Letter_0002
1885.05.01_TheLeedsMercury_0002,1884.11.11_GlasgowHerald_0007
1885.05.01_TheLeedsMercury_0003,1884.11.06_GlasgowHerald_0007
1885.05.02_Freeman'sJournalandDailyCommercialAdvertiser_0002,1884.11.22_TheBelfastNews-Letter_0002
1885.05.02_GlasgowHerald_0003,1884.11.08_TheLeedsMercury_0011
1885.05.02_GlasgowHerald_0008,1884.11.22_TheIpswichJournal_0002
1885.05.02_HampshireTelegraphandSussexChronicleetc_0003,1884.11.28_TheLeedsMercury_0002
1885.05.02_HampshireTelegraphandSussexChronicleetc_0007,1884.11.01_Jackson'sOxfordJournal_0002
1885.05.02_Jackson'sOxfordJournal_0001,1884.11.08_TheIpswichJournal_0003
1885.05.02_Jackson'sOxfordJournal_0002,1884.11.21_TheHullPacketandEastRidingTimes_0002
1885.05.02_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.05.02_LiverpoolMercuryetc_0008,1884.11.01_BirminghamDailyPost_0006
1885.05.02_NorthWalesChronicle_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.05.02_NorthWalesChronicle_0007,1884.11.15_TheIllustratedPoliceNewsetc_0004
1885.05.02_TheBelfastNews-Letter_0002,1884.11.24_Freeman'sJournalandDailyCommercialAdvertiser_0008
1885.05.02_TheBristolMercuryandDailyPost_0007,1884.11.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.05.02_TheIpswichJournal_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.05.02_TheIpswichJournal_0006,1884.11.12_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006
1885.05.02_ThePrestonGuardianetc_0006,1884.11.08_TheIpswichJournal_S0002
