1885.02.02_AberdeenWeeklyJournal_0002,1885.02.01_Reynolds'sNewspaper_0006
1885.07.05_Lloyd'sWeeklyNewspaper_0008,1885.02.21_LiverpoolMercuryetc_0008
1885.07.05_Lloyd'sWeeklyNewspaper_0009,1885.02.01_Reynolds'sNewspaper_0007
1885.07.05_Reynolds'sNewspaper_0007,1885.02.04_TheDerbyMercury_0007
1885.07.06_BirminghamDailyPost_0006,1885.02.09_GlasgowHerald_0005
1885.07.06_GlasgowHerald_0005,1885.02.09_LiverpoolMercuryetc_0008
1885.07.06_LiverpoolMercuryetc_0003,1885.02.17_GlasgowHerald_0001
1885.07.06_LiverpoolMercuryetc_0006,1885.02.28_TheLeedsMercury_0006
1885.07.06_LiverpoolMercuryetc_0008,1885.02.09_GlasgowHerald_0005
1885.07.06_NorthernEcho_0002,1885.02.02_GlasgowHerald_0005
1885.07.06_TheBelfastNews-Letter_0002,1885.02.07_TheIpswichJournal_0002
1885.07.06_TheBelfastNews-Letter_0006,1885.02.09_GlasgowHerald_0005
1885.07.06_TheBristolMercuryandDailyPost_0007,1885.02.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1885.07.06_TheLeedsMercury_0001,1885.02.14_NorthWalesChronicle_0002
1885.07.06_TheLeedsMercury_0006,1885.02.16_GlasgowHerald_0005
1885.07.06_ThePallMallGazette_0015,1885.02.28_Freeman'sJournalandDailyCommercialAdvertiser_0008
1885.07.06_WesternMail_0004,1885.02.11_TheBristolMercuryandDailyPost_0004
1885.07.07_BirminghamDailyPost_0006,1885.02.13_LiverpoolMercuryetc_0008
1885.07.07_BirminghamDailyPost_0008,1885.02.06_LiverpoolMercuryetc_0007
1885.07.07_DailyNews_0002,1885.02.04_BirminghamDailyPost_0006
1885.07.07_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.21_LiverpoolMercuryetc_0008
1885.07.07_GlasgowHerald_0007,1885.02.07_LiverpoolMercuryetc_0008
1885.07.07_LiverpoolMercuryetc_0006,1885.02.02_GlasgowHerald_0005
1885.07.07_LiverpoolMercuryetc_0008,1885.02.26_GlasgowHerald_0003
1885.07.07_NorthernEcho_0002,1885.02.14_BirminghamDailyPost_0006
1885.07.07_TheBelfastNews-Letter_0002,1885.02.20_TheHullPacketandEastRidingTimes_0002
1885.07.07_TheBelfastNews-Letter_0006,1885.02.09_GlasgowHerald_0005
1885.07.07_TheBristolMercuryandDailyPost_0004,1885.02.21_WesternMail_0004
1885.07.07_TheBristolMercuryandDailyPost_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.07.07_TheLeedsMercury_0006,1885.02.17_GlasgowHerald_0007
1885.07.07_ThePallMallGazette_0014,1885.02.26_Freeman'sJournalandDailyCommercialAdvertiser_0008
1885.07.07_WesternMail_0004,1885.02.03_GlasgowHerald_0002
1885.07.08_AberdeenWeeklyJournal_0003,1885.02.02_GlasgowHerald_0005
1885.07.08_BirminghamDailyPost_0006,1885.02.23_DailyNews_0002
1885.07.08_DailyNews_0002,1885.02.02_GlasgowHerald_0005
1885.07.08_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.17_AberdeenWeeklyJournal_0003
1885.07.08_Freeman'sJournalandDailyCommercialAdvertiser_0008,1885.02.25_TheBelfastNews-Letter_0004
1885.07.08_GlasgowHerald_0005,1885.02.18_LiverpoolMercuryetc_0008
1885.07.08_LiverpoolMercuryetc_0006,1885.02.14_GlasgowHerald_0003
1885.07.08_LiverpoolMercuryetc_0007,1885.02.06_TheLeedsMercury_0007
1885.07.08_LiverpoolMercuryetc_0008,1885.02.02_GlasgowHerald_0005
1885.07.08_TheBelfastNews-Letter_0002,1885.02.20_TheHullPacketandEastRidingTimes_0002
1885.07.08_TheBelfastNews-Letter_0005,1885.02.28_TheLeedsMercury_0006
1885.07.08_TheBelfastNews-Letter_0006,1885.02.05_GlasgowHerald_0003
1885.07.08_TheBristolMercuryandDailyPost_0007,1885.02.18_LiverpoolMercuryetc_0008
1885.07.08_TheDerbyMercury_0007,1885.02.21_ThePrestonGuardianetc_0007
1885.07.08_TheLeedsMercury_0004,1885.02.02_GlasgowHerald_0005
1885.07.08_TheLeedsMercury_0006,1885.02.09_GlasgowHerald_0005
1885.07.08_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1885.02.07_TheIpswichJournal_0002
1885.07.08_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004,1885.02.14_NorthWalesChronicle_0008
1885.07.08_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0007,1885.02.07_ThePrestonGuardianetc_0005
1885.07.08_WesternMail_0004,1885.02.14_NorthWalesChronicle_0002
1885.07.09_AberdeenWeeklyJournal_0003,1885.02.25_LiverpoolMercuryetc_0008
1885.07.09_BirminghamDailyPost_0005,1885.02.06_TheLeedsMercury_0007
1885.07.09_BirminghamDailyPost_0006,1885.02.09_GlasgowHerald_0005
1885.07.09_BirminghamDailyPost_0008,1885.02.06_TheBristolMercuryandDailyPost_0007
1885.07.09_DailyNews_0006,1885.02.05_BirminghamDailyPost_0006
1885.07.09_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.27_GlasgowHerald_0005
1885.07.09_Freeman'sJournalandDailyCommercialAdvertiser_0007,1885.02.06_TheLeedsMercury_0007
1885.07.09_GlasgowHerald_0002,1885.02.14_NorthWalesChronicle_0002
1885.07.09_GlasgowHerald_0007,1885.02.07_LiverpoolMercuryetc_0008
1885.07.09_LiverpoolMercuryetc_0006,1885.02.07_GlasgowHerald_0006
1885.07.09_LiverpoolMercuryetc_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.07.09_LiverpoolMercuryetc_0008,1885.02.05_GlasgowHerald_0003
1885.07.09_TheBelfastNews-Letter_0002,1885.02.20_TheHullPacketandEastRidingTimes_0002
1885.07.09_TheBelfastNews-Letter_0006,1885.02.02_GlasgowHerald_0005
1885.07.09_TheBristolMercuryandDailyPost_0004,1885.02.06_TheHullPacketandEastRidingTimes_0002
1885.07.09_TheBristolMercuryandDailyPost_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.07.09_TheLeedsMercury_0001,1885.02.19_TheBristolMercuryandDailyPost_0004
1885.07.09_TheLeedsMercury_0004,1885.02.09_GlasgowHerald_0005
1885.07.09_TheLeedsMercury_0006,1885.02.23_AberdeenWeeklyJournal_0003
1885.07.09_ThePallMallGazette_0015,1885.02.19_TheBristolMercuryandDailyPost_0004
1885.07.09_WesternMail_0004,1885.02.20_TheHullPacketandEastRidingTimes_0002
1885.07.10_AberdeenWeeklyJournal_0003,1885.02.07_LiverpoolMercuryetc_0008
1885.07.10_BirminghamDailyPost_0006,1885.02.02_GlasgowHerald_0005
1885.07.10_DailyNews_0002,1885.02.25_BirminghamDailyPost_0006
1885.07.10_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.02_GlasgowHerald_0005
1885.07.10_Freeman'sJournalandDailyCommercialAdvertiser_0007,1885.02.12_BirminghamDailyPost_0006
1885.07.10_GlasgowHerald_0005,1885.02.09_TheLeedsMercury_0006
1885.07.10_GlasgowHerald_0008,1885.02.17_LiverpoolMercuryetc_0006
1885.07.10_LiverpoolMercuryetc_0007,1885.02.06_TheLeedsMercury_0007
1885.07.10_LiverpoolMercuryetc_0008,1885.02.27_GlasgowHerald_0005
1885.07.10_TheBelfastNews-Letter_0002,1885.02.14_NorthWalesChronicle_0002
1885.07.10_TheBelfastNews-Letter_0003,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.07.10_TheBelfastNews-Letter_0005,1885.02.28_TheLeedsMercury_0006
1885.07.10_TheBelfastNews-Letter_0006,1885.02.05_GlasgowHerald_0003
1885.07.10_TheBristolMercuryandDailyPost_0007,1885.02.02_GlasgowHerald_0005
1885.07.10_TheHullPacketandEastRidingTimes_0002,1885.02.28_TheIpswichJournal_0002
1885.07.10_TheHullPacketandEastRidingTimes_0003,1885.02.14_TheIpswichJournal_0007
1885.07.10_TheHullPacketandEastRidingTimes_0004,1885.02.04_TheDerbyMercury_0007
1885.07.10_TheHullPacketandEastRidingTimes_0006,1885.02.25_BaneracAmserauCymru_0015
1885.07.10_TheLeedsMercury_0001,1885.02.28_Jackson'sOxfordJournal_0002
1885.07.10_TheLeedsMercury_0002,1885.02.07_ThePrestonGuardianetc_0007
1885.07.10_TheLeedsMercury_0003,1885.02.20_LiverpoolMercuryetc_0007
1885.07.10_TheLeedsMercury_0004,1885.02.25_LiverpoolMercuryetc_0006
1885.07.10_TheLeedsMercury_0006,1885.02.20_LiverpoolMercuryetc_0008
1885.07.10_ThePallMallGazette_0014,1885.02.28_Freeman'sJournalandDailyCommercialAdvertiser_0008
1885.07.10_WesternMail_0004,1885.02.21_LiverpoolMercuryetc_0008
1885.07.11_AberdeenWeeklyJournal_0003,1885.02.21_LiverpoolMercuryetc_0008
1885.07.11_BirminghamDailyPost_0006,1885.02.05_GlasgowHerald_0003
1885.07.11_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.02_GlasgowHerald_0005
1885.07.11_GlasgowHerald_0006,1885.02.06_LiverpoolMercuryetc_0006
1885.07.11_GlasgowHerald_0007,1885.02.05_LiverpoolMercuryetc_0008
1885.07.11_HampshireTelegraphandSussexChronicleetc_0002,1885.02.19_TheLeedsMercury_0003
1885.07.11_Jackson'sOxfordJournal_0002,1885.02.07_TheIpswichJournal_0002
1885.07.11_Jackson'sOxfordJournal_0004,1885.02.04_TheDerbyMercury_0001
1885.07.11_Jackson'sOxfordJournal_S0001,1885.02.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1885.07.11_LiverpoolMercuryetc_0006,1885.02.02_GlasgowHerald_0005
1885.07.11_LiverpoolMercuryetc_0008,1885.02.02_GlasgowHerald_0005
1885.07.11_NorthWalesChronicle_0002,1885.02.28_TheIpswichJournal_0002
1885.07.11_NorthWalesChronicle_0003,1885.02.07_TheIpswichJournal_0006
1885.07.11_NorthWalesChronicle_0008,1885.02.27_TheHullPacketandEastRidingTimes_0004
1885.07.11_TheBelfastNews-Letter_0002,1885.02.20_TheHullPacketandEastRidingTimes_0002
1885.07.11_TheBelfastNews-Letter_0006,1885.02.05_AberdeenWeeklyJournal_0003
1885.07.11_TheBristolMercuryandDailyPost_0003,1885.02.04_TheDerbyMercury_0007
1885.07.11_TheBristolMercuryandDailyPost_0007,1885.02.02_GlasgowHerald_0005
1885.07.11_TheEra_0010,1885.02.21_TheGraphic_0023
1885.07.11_TheIpswichJournal_0002,1885.02.27_TheHullPacketandEastRidingTimes_0002
1885.07.11_TheIpswichJournal_0006,1885.02.07_ThePrestonGuardianetc_0005
1885.07.11_TheLeedsMercury_0002,1885.02.07_HampshireTelegraphandSussexChronicleetc_0003
1885.07.11_TheLeedsMercury_0011,1885.02.24_LiverpoolMercuryetc_0008
1885.07.11_TheLeedsMercury_S0007,1885.02.07_HampshireTelegraphandSussexChronicleetc_0003
1885.07.11_ThePrestonGuardianetc_0004,1885.02.04_TheDerbyMercury_0007
1885.07.11_ThePrestonGuardianetc_0006,1885.02.28_TheIpswichJournal_0003
1885.07.11_ThePrestonGuardianetc_0008,1885.02.06_TheHullPacketandEastRidingTimes_0002
1885.07.11_YGoleuad_0015,1885.02.04_TheDerbyMercury_0007
1885.07.12_Lloyd'sWeeklyNewspaper_0011,1885.02.07_ThePrestonGuardianetc_0008
1885.07.12_Reynolds'sNewspaper_0007,1885.02.04_TheDerbyMercury_0007
1885.07.13_AberdeenWeeklyJournal_0003,1885.02.23_TheLeedsMercury_0006
1885.07.13_BirminghamDailyPost_0006,1885.02.02_GlasgowHerald_0005
1885.07.13_DailyNews_0002,1885.02.24_GlasgowHerald_0007
1885.07.13_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.07_LiverpoolMercuryetc_0008
1885.07.13_GlasgowHerald_0005,1885.02.07_LiverpoolMercuryetc_0008
1885.07.13_GlasgowHerald_0008,1885.02.04_LiverpoolMercuryetc_0006
1885.07.13_GlasgowHerald_0010,1885.02.21_TheIpswichJournal_0002
1885.07.13_LiverpoolMercuryetc_0006,1885.02.02_GlasgowHerald_0005
1885.07.13_LiverpoolMercuryetc_0008,1885.02.05_GlasgowHerald_0003
1885.07.13_NorthernEcho_0002,1885.02.27_GlasgowHerald_0005
1885.07.13_TheBelfastNews-Letter_0002,1885.02.14_TheIpswichJournal_0002
1885.07.13_TheBelfastNews-Letter_0006,1885.02.09_GlasgowHerald_0005
1885.07.13_TheBristolMercuryandDailyPost_0002,1885.02.14_NorthWalesChronicle_0002
1885.07.13_TheBristolMercuryandDailyPost_0007,1885.02.02_GlasgowHerald_0005
1885.07.13_TheLeedsMercury_0001,1885.02.07_TheIpswichJournal_0002
1885.07.13_TheLeedsMercury_0004,1885.02.09_GlasgowHerald_0005
1885.07.13_TheLeedsMercury_0006,1885.02.09_LiverpoolMercuryetc_0008
1885.07.14_AberdeenWeeklyJournal_0003,1885.02.20_TheLeedsMercury_0006
1885.07.14_BirminghamDailyPost_0006,1885.02.13_LiverpoolMercuryetc_0008
1885.07.14_BirminghamDailyPost_0008,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.07.14_DailyNews_0006,1885.02.26_GlasgowHerald_0003
1885.07.14_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.07_AberdeenWeeklyJournal_0003
1885.07.14_GlasgowHerald_0002,1885.02.02_LiverpoolMercuryetc_0006
1885.07.14_GlasgowHerald_0007,1885.02.24_LiverpoolMercuryetc_0008
1885.07.14_LiverpoolMercuryetc_0006,1885.02.02_GlasgowHerald_0005
1885.07.14_LiverpoolMercuryetc_0008,1885.02.02_GlasgowHerald_0005
1885.07.14_TheBelfastNews-Letter_0001,1885.02.27_LiverpoolMercuryetc_0001
1885.07.14_TheBelfastNews-Letter_0002,1885.02.14_NorthWalesChronicle_0002
1885.07.14_TheBelfastNews-Letter_0003,1885.02.05_GlasgowHerald_0003
1885.07.14_TheBristolMercuryandDailyPost_0004,1885.02.14_NorthWalesChronicle_0002
1885.07.14_TheBristolMercuryandDailyPost_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.07.14_TheIpswichJournal_0004,1885.02.14_Jackson'sOxfordJournal_0003
1885.07.14_TheLeedsMercury_0006,1885.02.07_LiverpoolMercuryetc_0008
1885.07.15_BaneracAmserauCymru_0002,1885.02.06_TheHullPacketandEastRidingTimes_0006
1885.07.15_BirminghamDailyPost_0006,1885.02.19_GlasgowHerald_0007
1885.07.15_BirminghamDailyPost_0008,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.07.15_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.02_GlasgowHerald_0005
1885.07.15_Freeman'sJournalandDailyCommercialAdvertiser_0007,1885.02.06_TheBelfastNews-Letter_0003
1885.07.15_GlasgowHerald_0005,1885.02.25_LiverpoolMercuryetc_0008
1885.07.15_GlasgowHerald_0008,1885.02.25_LiverpoolMercuryetc_0006
1885.07.15_LiverpoolMercuryetc_0006,1885.02.16_GlasgowHerald_0005
1885.07.15_LiverpoolMercuryetc_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.07.15_LiverpoolMercuryetc_0008,1885.02.11_GlasgowHerald_0005
1885.07.15_TheBelfastNews-Letter_0001,1885.02.25_TheDerbyMercury_0004
1885.07.15_TheBelfastNews-Letter_0002,1885.02.03_GlasgowHerald_0002
1885.07.15_TheBelfastNews-Letter_0003,1885.02.02_GlasgowHerald_0005
1885.07.15_TheBristolMercuryandDailyPost_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.07.15_TheBristolMercuryandDailyPost_0008,1885.02.26_BirminghamDailyPost_0006
1885.07.15_TheDerbyMercury_0001,1885.02.28_ThePrestonGuardianetc_0007
1885.07.15_TheLeedsMercury_0004,1885.02.02_GlasgowHerald_0005
1885.07.15_TheLeedsMercury_0006,1885.02.23_AberdeenWeeklyJournal_0003
1885.07.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1885.02.14_NorthWalesChronicle_0002
1885.07.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004,1885.02.04_TheDerbyMercury_0007
1885.07.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0007,1885.02.07_ThePrestonGuardianetc_0005
1885.07.16_AberdeenWeeklyJournal_0003,1885.02.25_LiverpoolMercuryetc_0008
1885.07.16_BirminghamDailyPost_0005,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.07.16_BirminghamDailyPost_0006,1885.02.23_GlasgowHerald_0005
1885.07.16_DailyNews_0002,1885.02.26_BirminghamDailyPost_0006
1885.07.16_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.19_GlasgowHerald_0007
1885.07.16_Freeman'sJournalandDailyCommercialAdvertiser_0004,1885.02.18_TheBelfastNews-Letter_0002
1885.07.16_GlasgowHerald_0002,1885.02.14_NorthWalesChronicle_0002
1885.07.16_GlasgowHerald_0007,1885.02.21_LiverpoolMercuryetc_0008
1885.07.16_LiverpoolMercuryetc_0006,1885.02.02_GlasgowHerald_0005
1885.07.16_LiverpoolMercuryetc_0008,1885.02.26_GlasgowHerald_0003
1885.07.16_TheBelfastNews-Letter_0002,1885.02.20_TheHullPacketandEastRidingTimes_0002
1885.07.16_TheBelfastNews-Letter_0006,1885.02.02_GlasgowHerald_0005
1885.07.16_TheBristolMercuryandDailyPost_0002,1885.02.07_NorthWalesChronicle_0002
1885.07.16_TheBristolMercuryandDailyPost_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.07.16_TheBristolMercuryandDailyPost_0008,1885.02.26_BirminghamDailyPost_0006
1885.07.16_TheLeedsMercury_0001,1885.02.14_NorthWalesChronicle_0002
1885.07.16_TheLeedsMercury_0003,1885.02.02_GlasgowHerald_0005
1885.07.16_WesternMail_0004,1885.02.02_TheBristolMercuryandDailyPost_0004
1885.07.17_BirminghamDailyPost_0006,1885.02.20_GlasgowHerald_0005
1885.07.17_DailyNews_0002,1885.02.11_BirminghamDailyPost_0006
1885.07.17_GlasgowHerald_0005,1885.02.07_LiverpoolMercuryetc_0008
1885.07.17_GlasgowHerald_0008,1885.02.05_LiverpoolMercuryetc_0006
1885.07.17_LiverpoolMercuryetc_0006,1885.02.05_GlasgowHerald_0003
1885.07.17_LiverpoolMercuryetc_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.07.17_LiverpoolMercuryetc_0008,1885.02.02_GlasgowHerald_0005
1885.07.17_TheBelfastNews-Letter_0001,1885.02.25_TheDerbyMercury_0004
1885.07.17_TheBelfastNews-Letter_0006,1885.02.05_GlasgowHerald_0003
1885.07.17_TheBristolMercuryandDailyPost_0002,1885.02.14_NorthWalesChronicle_0002
1885.07.17_TheBristolMercuryandDailyPost_0006,1885.02.07_BirminghamDailyPost_0006
1885.07.17_TheBristolMercuryandDailyPost_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.07.17_TheHullPacketandEastRidingTimes_0002,1885.02.28_TheIpswichJournal_0002
1885.07.17_TheHullPacketandEastRidingTimes_0003,1885.02.21_TheIpswichJournal_0006
1885.07.17_TheHullPacketandEastRidingTimes_0004,1885.02.04_TheDerbyMercury_0007
1885.07.17_TheHullPacketandEastRidingTimes_0006,1885.02.21_TheIpswichJournal_0006
1885.07.17_TheLeedsMercury_0004,1885.02.02_GlasgowHerald_0005
1885.07.17_TheLeedsMercury_0006,1885.02.02_GlasgowHerald_0005
1885.07.18_BirminghamDailyPost_0006,1885.02.02_GlasgowHerald_0005
1885.07.18_Freeman'sJournalandDailyCommercialAdvertiser_0002,1885.02.28_Jackson'sOxfordJournal_0002
1885.07.18_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.09_GlasgowHerald_0005
1885.07.18_GlasgowHerald_0002,1885.02.07_TheIpswichJournal_0002
1885.07.18_GlasgowHerald_0007,1885.02.05_LiverpoolMercuryetc_0008
1885.07.18_HampshireTelegraphandSussexChronicleetc_0007,1885.02.14_ThePrestonGuardianetc_0004
1885.07.18_Jackson'sOxfordJournal_0002,1885.02.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1885.07.18_Jackson'sOxfordJournal_0003,1885.02.03_BirminghamDailyPost_0006
1885.07.18_LiverpoolMercuryetc_0006,1885.02.05_GlasgowHerald_0003
1885.07.18_LiverpoolMercuryetc_0008,1885.02.02_GlasgowHerald_0005
1885.07.18_NorthWalesChronicle_0002,1885.02.28_TheIpswichJournal_0002
1885.07.18_NorthWalesChronicle_0007,1885.02.21_TheIpswichJournal_0006
1885.07.18_NorthWalesChronicle_0008,1885.02.04_TheDerbyMercury_0007
1885.07.18_TheBelfastNews-Letter_0002,1885.02.20_TheHullPacketandEastRidingTimes_0002
1885.07.18_TheBelfastNews-Letter_0006,1885.02.23_TheLeedsMercury_0006
1885.07.18_TheBristolMercuryandDailyPost_0004,1885.02.28_ThePrestonGuardianetc_0007
1885.07.18_TheBristolMercuryandDailyPost_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.07.18_TheBristolMercuryandDailyPost_0008,1885.02.26_BirminghamDailyPost_0006
1885.07.18_TheEra_0010,1885.02.21_TheGraphic_0023
1885.07.18_TheIpswichJournal_0002,1885.02.06_TheHullPacketandEastRidingTimes_0002
1885.07.18_TheIpswichJournal_0006,1885.02.11_TheDerbyMercury_0007
1885.07.18_TheIpswichJournal_0007,1885.02.07_ThePrestonGuardianetc_0005
1885.07.18_TheLeedsMercury_0006,1885.02.03_GlasgowHerald_0007
1885.07.18_TheLeedsMercury_0011,1885.02.02_GlasgowHerald_0005
1885.07.18_TheLeedsMercury_S0004,1885.02.27_TheHullPacketandEastRidingTimes_0002
1885.07.18_ThePrestonGuardianetc_0002,1885.02.07_TheIpswichJournal_0006
1885.07.18_ThePrestonGuardianetc_0006,1885.02.21_TheIpswichJournal_0006
1885.07.18_ThePrestonGuardianetc_0008,1885.02.06_TheHullPacketandEastRidingTimes_0002
1885.07.18_WesternMail_0004,1885.02.13_TheHullPacketandEastRidingTimes_0004
1885.07.18_YGoleuad_0020,1885.02.04_TheDerbyMercury_0007
1885.07.20_AberdeenWeeklyJournal_0003,1885.02.02_GlasgowHerald_0005
1885.07.20_BirminghamDailyPost_0006,1885.02.02_GlasgowHerald_0005
1885.07.20_DailyNews_0002,1885.02.02_GlasgowHerald_0005
1885.07.20_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.26_GlasgowHerald_0003
1885.07.20_GlasgowHerald_0003,1885.02.23_AberdeenWeeklyJournal_0003
1885.07.20_LiverpoolMercuryetc_0006,1885.02.02_GlasgowHerald_0005
1885.07.20_LiverpoolMercuryetc_0007,1885.02.06_TheLeedsMercury_0007
1885.07.20_LiverpoolMercuryetc_0008,1885.02.09_GlasgowHerald_0005
1885.07.20_NorthernEcho_0004,1885.02.20_LiverpoolMercuryetc_0008
1885.07.20_TheBelfastNews-Letter_0002,1885.02.07_TheIpswichJournal_0002
1885.07.20_TheBelfastNews-Letter_0006,1885.02.02_GlasgowHerald_0005
1885.07.20_TheBristolMercuryandDailyPost_0004,1885.02.21_WesternMail_0004
1885.07.20_TheBristolMercuryandDailyPost_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.07.20_TheLeedsMercury_0001,1885.02.14_NorthWalesChronicle_0002
1885.07.20_TheLeedsMercury_0002,1885.02.13_TheHullPacketandEastRidingTimes_0004
1885.07.20_TheLeedsMercury_0004,1885.02.09_GlasgowHerald_0005
1885.07.20_TheLeedsMercury_0006,1885.02.02_GlasgowHerald_0005
1885.07.20_ThePallMallGazette_0014,1885.02.26_Freeman'sJournalandDailyCommercialAdvertiser_0008
1885.07.21_AberdeenWeeklyJournal_0003,1885.02.02_GlasgowHerald_0005
1885.07.21_BirminghamDailyPost_0006,1885.02.23_GlasgowHerald_0005
1885.07.21_DailyNews_0006,1885.02.02_GlasgowHerald_0005
1885.07.21_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.24_GlasgowHerald_0007
1885.07.21_GlasgowHerald_0002,1885.02.06_TheHullPacketandEastRidingTimes_0002
1885.07.21_GlasgowHerald_0006,1885.02.10_LiverpoolMercuryetc_0006
1885.07.21_GlasgowHerald_0007,1885.02.20_LiverpoolMercuryetc_0008
1885.07.21_LiverpoolMercuryetc_0006,1885.02.13_GlasgowHerald_0005
1885.07.21_LiverpoolMercuryetc_0008,1885.02.23_GlasgowHerald_0005
1885.07.21_TheBelfastNews-Letter_0002,1885.02.14_NorthWalesChronicle_0002
1885.07.21_TheBelfastNews-Letter_0006,1885.02.21_LiverpoolMercuryetc_0008
1885.07.21_TheBristolMercuryandDailyPost_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.07.21_TheLeedsMercury_0006,1885.02.20_LiverpoolMercuryetc_0008
1885.07.22_BirminghamDailyPost_0006,1885.02.10_GlasgowHerald_0007
1885.07.22_DailyNews_0002,1885.02.09_GlasgowHerald_0005
1885.07.22_GlasgowHerald_0003,1885.02.07_LiverpoolMercuryetc_0008
1885.07.22_GlasgowHerald_0006,1885.02.02_LiverpoolMercuryetc_0006
1885.07.22_LiverpoolMercuryetc_0006,1885.02.26_GlasgowHerald_0003
1885.07.22_LiverpoolMercuryetc_0008,1885.02.19_GlasgowHerald_0007
1885.07.22_NorthernEcho_0002,1885.02.02_GlasgowHerald_0005
1885.07.22_TheBelfastNews-Letter_0006,1885.02.02_GlasgowHerald_0005
1885.07.22_TheBristolMercuryandDailyPost_0004,1885.02.26_WesternMail_0004
1885.07.22_TheBristolMercuryandDailyPost_0007,1885.02.06_TheLeedsMercury_0006
1885.07.22_TheDerbyMercury_0001,1885.02.21_ThePrestonGuardianetc_0007
1885.07.22_TheLeedsMercury_0001,1885.02.14_NorthWalesChronicle_0002
1885.07.22_TheLeedsMercury_0006,1885.02.09_GlasgowHerald_0005
1885.07.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1885.02.14_Jackson'sOxfordJournal_0002
1885.07.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1885.02.14_TheIpswichJournal_0007
1885.07.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004,1885.02.04_TheDerbyMercury_0007
1885.07.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0007,1885.02.07_ThePrestonGuardianetc_0005
1885.07.22_WesternMail_0004,1885.02.13_TheHullPacketandEastRidingTimes_0002
1885.07.23_AberdeenWeeklyJournal_0003,1885.02.18_LiverpoolMercuryetc_0008
1885.07.23_BirminghamDailyPost_0005,1885.02.06_LiverpoolMercuryetc_0007
1885.07.23_BirminghamDailyPost_0006,1885.02.24_GlasgowHerald_0007
1885.07.23_DailyNews_0002,1885.02.20_LiverpoolMercuryetc_0008
1885.07.23_Freeman'sJournalandDailyCommercialAdvertiser_0003,1885.02.20_GlasgowHerald_0005
1885.07.23_GlasgowHerald_0006,1885.02.04_LiverpoolMercuryetc_0006
1885.07.23_GlasgowHerald_0007,1885.02.07_LiverpoolMercuryetc_0008
1885.07.23_LiverpoolMercuryetc_0003,1885.02.07_TheLeedsMercury_0002
1885.07.23_LiverpoolMercuryetc_0006,1885.02.02_GlasgowHerald_0005
1885.07.23_LiverpoolMercuryetc_0007,1885.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0007
1885.07.23_LiverpoolMercuryetc_0008,1885.02.02_GlasgowHerald_0005
