1882.02.02_BirminghamDailyPost_0005,1882.02.01_ThePallMallGazette_0007
1882.07.13_AberdeenWeeklyJournal_0004,1882.02.04_LiverpoolMercuryetc_0008
1882.07.13_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.07.13_DailyNews_0003,1882.02.09_LiverpoolMercuryetc_0007
1882.07.13_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.28_LiverpoolMercuryetc_0008
1882.07.13_GlasgowHerald_0007,1882.02.11_LiverpoolMercuryetc_0008
1882.07.13_LiverpoolMercuryetc_0006,1882.02.03_TheBristolMercuryandDailyPost_0007
1882.07.13_LiverpoolMercuryetc_0008,1882.02.25_TheBelfastNews-Letter_0006
1882.07.13_TheBelfastNews-Letter_0003,1882.02.28_LiverpoolMercuryetc_0008
1882.07.13_TheBristolMercuryandDailyPost_0006,1882.02.17_BirminghamDailyPost_0006
1882.07.13_TheBristolMercuryandDailyPost_0007,1882.02.25_Jackson'sOxfordJournal_0002
1882.07.13_TheLeedsMercury_0001,1882.02.11_Jackson'sOxfordJournal_0002
1882.07.13_TheLeedsMercury_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.07.13_WesternMail_0004,1882.02.09_LiverpoolMercuryetc_0008
1882.07.14_AberdeenWeeklyJournal_0003,1882.02.10_LiverpoolMercuryetc_0008
1882.07.14_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.07.14_BirminghamDailyPost_0008,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.07.14_DailyNews_0007,1882.02.24_LiverpoolMercuryetc_0008
1882.07.14_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.20_LiverpoolMercuryetc_0008
1882.07.14_Freeman'sJournalandDailyCommercialAdvertiser_0008,1882.02.09_TheBelfastNews-Letter_0004
1882.07.14_GlasgowHerald_0005,1882.02.17_BirminghamDailyPost_0006
1882.07.14_LiverpoolMercuryetc_0006,1882.02.03_BirminghamDailyPost_0006
1882.07.14_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.07.14_TheBelfastNews-Letter_0007,1882.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.07.14_TheBristolMercuryandDailyPost_0003,1882.02.02_BirminghamDailyPost_0006
1882.07.14_TheBristolMercuryandDailyPost_0007,1882.02.25_LiverpoolMercuryetc_0008
1882.07.14_TheHullPacketandEastRidingTimes_0001,1882.02.18_Jackson'sOxfordJournal_0002
1882.07.14_TheHullPacketandEastRidingTimes_0002,1882.02.25_Jackson'sOxfordJournal_0002
1882.07.14_TheHullPacketandEastRidingTimes_0004,1882.02.11_HampshireTelegraphandSussexChronicleetc_0004
1882.07.14_TheLeedsMercury_0001,1882.02.17_TheHullPacketandEastRidingTimes_0002
1882.07.14_TheLeedsMercury_0006,1882.02.25_LiverpoolMercuryetc_0008
1882.07.14_WesternMail_0004,1882.02.04_LiverpoolMercuryetc_0008
1882.07.15_AberdeenWeeklyJournal_0003,1882.02.04_LiverpoolMercuryetc_0008
1882.07.15_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.07.15_DailyNews_0003,1882.02.06_BirminghamDailyPost_0006
1882.07.15_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.28_LiverpoolMercuryetc_0008
1882.07.15_GlasgowHerald_0007,1882.02.11_LiverpoolMercuryetc_0008
1882.07.15_HampshireTelegraphandSussexChronicleetc_0007,1882.02.03_TheHullPacketandEastRidingTimes_0004
1882.07.15_Jackson'sOxfordJournal_0002,1882.02.24_TheHullPacketandEastRidingTimes_0002
1882.07.15_Jackson'sOxfordJournal_0003,1882.02.25_TheIpswichJournal_0006
1882.07.15_LiverpoolMercuryetc_0008,1882.02.04_BirminghamDailyPost_0006
1882.07.15_TheBelfastNews-Letter_0006,1882.02.25_LiverpoolMercuryetc_0008
1882.07.15_TheBristolMercuryandDailyPost_0007,1882.02.04_Jackson'sOxfordJournal_0002
1882.07.15_TheBristolMercuryandDailyPost_S0003,1882.02.04_BirminghamDailyPost_0006
1882.07.15_TheIpswichJournal_0002,1882.02.25_Jackson'sOxfordJournal_0002
1882.07.15_TheIpswichJournal_0006,1882.02.04_Jackson'sOxfordJournal_0002
1882.07.15_TheIpswichJournal_0009,1882.02.04_TheEra_0003
1882.07.15_TheLeedsMercury_0011,1882.02.20_LiverpoolMercuryetc_0008
1882.07.15_TheLeedsMercury_S0004,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.07.15_WesternMail_0004,1882.02.04_LiverpoolMercuryetc_0008
1882.07.15_YGoleuad_0016,1882.02.22_BaneracAmserauCymru_0016
1882.07.16_Lloyd'sWeeklyNewspaper_0008,1882.02.05_Reynolds'sNewspaper_0006
1882.07.16_Reynolds'sNewspaper_0006,1882.02.26_Lloyd'sWeeklyNewspaper_0008
1882.07.17_AberdeenWeeklyJournal_0004,1882.02.24_LiverpoolMercuryetc_0008
1882.07.17_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.07.17_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.20_LiverpoolMercuryetc_0008
1882.07.17_Freeman'sJournalandDailyCommercialAdvertiser_0006,1882.02.07_LiverpoolMercuryetc_0008
1882.07.17_GlasgowHerald_0005,1882.02.28_LiverpoolMercuryetc_0008
1882.07.17_GlasgowHerald_0007,1882.02.14_LiverpoolMercuryetc_0006
1882.07.17_LiverpoolMercuryetc_0008,1882.02.11_GlasgowHerald_0003
1882.07.17_TheBelfastNews-Letter_0006,1882.02.28_LiverpoolMercuryetc_0008
1882.07.17_TheLeedsMercury_0001,1882.02.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.07.17_TheLeedsMercury_0003,1882.02.11_HampshireTelegraphandSussexChronicleetc_0006
1882.07.17_TheLeedsMercury_0006,1882.02.28_LiverpoolMercuryetc_0008
1882.07.17_WesternMail_0004,1882.02.23_TheBristolMercuryandDailyPost_0007
1882.07.18_AberdeenWeeklyJournal_0004,1882.02.23_LiverpoolMercuryetc_0008
1882.07.18_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.07.18_Freeman'sJournalandDailyCommercialAdvertiser_0007,1882.02.06_TheBelfastNews-Letter_0006
1882.07.18_GlasgowHerald_0007,1882.02.28_LiverpoolMercuryetc_0008
1882.07.18_LiverpoolMercuryetc_0006,1882.02.01_TheBristolMercuryandDailyPost_0007
1882.07.18_LiverpoolMercuryetc_0008,1882.02.11_GlasgowHerald_0003
1882.07.18_TheBelfastNews-Letter_0006,1882.02.24_LiverpoolMercuryetc_0008
1882.07.18_TheBristolMercuryandDailyPost_0007,1882.02.11_Jackson'sOxfordJournal_0002
1882.07.18_TheLeedsMercury_0006,1882.02.25_LiverpoolMercuryetc_0008
1882.07.18_WesternMail_0004,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.07.19_AberdeenWeeklyJournal_0003,1882.02.18_GlasgowHerald_0007
1882.07.19_BaneracAmserauCymru_0012,1882.02.25_YGoleuad_0014
1882.07.19_BaneracAmserauCymru_0016,1882.02.04_YGoleuad_0016
1882.07.19_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.07.19_DailyNews_0007,1882.02.23_LiverpoolMercuryetc_0008
1882.07.19_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.10_LiverpoolMercuryetc_0008
1882.07.19_GlasgowHerald_0005,1882.02.10_LiverpoolMercuryetc_0008
1882.07.19_GlasgowHerald_0007,1882.02.14_LiverpoolMercuryetc_0006
1882.07.19_LiverpoolMercuryetc_0006,1882.02.02_TheBristolMercuryandDailyPost_0007
1882.07.19_LiverpoolMercuryetc_0008,1882.02.15_TheLeedsMercury_0006
1882.07.19_TheBelfastNews-Letter_0006,1882.02.09_LiverpoolMercuryetc_0008
1882.07.19_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.07.19_TheDerbyMercury_0001,1882.02.11_Jackson'sOxfordJournal_0002
1882.07.19_TheDerbyMercury_0007,1882.02.11_Jackson'sOxfordJournal_0002
1882.07.19_TheDerbyMercury_0008,1882.02.25_LiverpoolMercuryetc_0008
1882.07.19_TheLeedsMercury_0006,1882.02.10_LiverpoolMercuryetc_0008
1882.07.19_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.07.19_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.25_Jackson'sOxfordJournal_0002
1882.07.19_WesternMail_0004,1882.02.17_TheBristolMercuryandDailyPost_0007
1882.07.20_AberdeenWeeklyJournal_0003,1882.02.04_LiverpoolMercuryetc_0008
1882.07.20_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.07.20_DailyNews_0003,1882.02.25_LiverpoolMercuryetc_0008
1882.07.20_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.04_BirminghamDailyPost_0006
1882.07.20_Freeman'sJournalandDailyCommercialAdvertiser_0008,1882.02.08_TheBelfastNews-Letter_0002
1882.07.20_GlasgowHerald_0007,1882.02.28_LiverpoolMercuryetc_0008
1882.07.20_LiverpoolMercuryetc_0008,1882.02.07_TheBelfastNews-Letter_0006
1882.07.20_TheBelfastNews-Letter_0006,1882.02.15_TheLeedsMercury_0006
1882.07.20_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.07.20_TheLeedsMercury_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.07.20_WesternMail_0004,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.07.21_AberdeenWeeklyJournal_0003,1882.02.20_LiverpoolMercuryetc_0008
1882.07.21_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.07.21_Freeman'sJournalandDailyCommercialAdvertiser_0002,1882.02.14_TheBelfastNews-Letter_0006
1882.07.21_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.10_LiverpoolMercuryetc_0008
1882.07.21_GlasgowHerald_0005,1882.02.25_LiverpoolMercuryetc_0008
1882.07.21_LiverpoolMercuryetc_0008,1882.02.07_TheBelfastNews-Letter_0006
1882.07.21_TheBelfastNews-Letter_0001,1882.02.22_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.07.21_TheHullPacketandEastRidingTimes_0002,1882.02.25_Jackson'sOxfordJournal_0002
1882.07.21_TheHullPacketandEastRidingTimes_0004,1882.02.11_HampshireTelegraphandSussexChronicleetc_0004
1882.07.21_TheLeedsMercury_0006,1882.02.24_LiverpoolMercuryetc_0008
1882.07.22_AberdeenWeeklyJournal_0004,1882.02.04_TheBelfastNews-Letter_0006
1882.07.22_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.07.22_DailyNews_0006,1882.02.15_LiverpoolMercuryetc_0008
1882.07.22_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.25_LiverpoolMercuryetc_0008
1882.07.22_GlasgowHerald_0005,1882.02.14_LiverpoolMercuryetc_0006
1882.07.22_GlasgowHerald_0007,1882.02.08_LiverpoolMercuryetc_0008
1882.07.22_HampshireTelegraphandSussexChronicleetc_0006,1882.02.13_TheLeedsMercury_0007
1882.07.22_HampshireTelegraphandSussexChronicleetc_0007,1882.02.03_TheHullPacketandEastRidingTimes_0004
1882.07.22_Jackson'sOxfordJournal_0002,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.07.22_Jackson'sOxfordJournal_0003,1882.02.25_TheIpswichJournal_0006
1882.07.22_LiverpoolMercuryetc_0008,1882.02.11_GlasgowHerald_0003
1882.07.22_TheBelfastNews-Letter_0006,1882.02.27_LiverpoolMercuryetc_0008
1882.07.22_TheBelfastNews-Letter_0007,1882.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.07.22_TheIpswichJournal_0002,1882.02.24_TheHullPacketandEastRidingTimes_0004
1882.07.22_TheIpswichJournal_0003,1882.02.01_TheDerbyMercury_0001
1882.07.22_TheIpswichJournal_0006,1882.02.04_Jackson'sOxfordJournal_0002
1882.07.22_TheIpswichJournal_0009,1882.02.25_Jackson'sOxfordJournal_0006
1882.07.22_TheLeedsMercury_0010,1882.02.17_BirminghamDailyPost_0006
1882.07.22_TheLeedsMercury_0011,1882.02.08_LiverpoolMercuryetc_0008
1882.07.22_TheLeedsMercury_S0004,1882.02.04_Jackson'sOxfordJournal_0002
1882.07.22_WesternMail_0004,1882.02.04_LiverpoolMercuryetc_0008
1882.07.22_YGoleuad_0016,1882.02.22_BaneracAmserauCymru_0016
1882.07.23_Reynolds'sNewspaper_0006,1882.02.26_Lloyd'sWeeklyNewspaper_0008
1882.07.24_AberdeenWeeklyJournal_0004,1882.02.20_LiverpoolMercuryetc_0008
1882.07.24_BirminghamDailyPost_0006,1882.02.28_LiverpoolMercuryetc_0008
1882.07.24_GlasgowHerald_0005,1882.02.28_LiverpoolMercuryetc_0008
1882.07.24_TheBelfastNews-Letter_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.07.24_TheBristolMercuryandDailyPost_0007,1882.02.11_HampshireTelegraphandSussexChronicleetc_0004
1882.07.24_TheGraphic_0019,1882.02.02_DailyNews_0004
1882.07.24_TheLeedsMercury_0001,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.07.24_TheLeedsMercury_0003,1882.02.11_HampshireTelegraphandSussexChronicleetc_0006
1882.07.24_TheLeedsMercury_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.07.24_WesternMail_0004,1882.02.14_TheBristolMercuryandDailyPost_0007
1882.07.25_AberdeenWeeklyJournal_0004,1882.02.04_LiverpoolMercuryetc_0008
1882.07.25_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.07.25_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.11_GlasgowHerald_0003
1882.07.25_GlasgowHerald_0007,1882.02.28_LiverpoolMercuryetc_0008
1882.07.25_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.07.25_TheBelfastNews-Letter_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.07.25_TheBristolMercuryandDailyPost_0007,1882.02.24_LiverpoolMercuryetc_0008
1882.07.25_TheLeedsMercury_0001,1882.02.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.07.25_TheLeedsMercury_0006,1882.02.28_LiverpoolMercuryetc_0008
1882.07.25_WesternMail_0004,1882.02.08_LiverpoolMercuryetc_0008
1882.07.26_AberdeenWeeklyJournal_0003,1882.02.24_LiverpoolMercuryetc_0008
1882.07.26_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.07.26_GlasgowHerald_0005,1882.02.24_LiverpoolMercuryetc_0008
1882.07.26_LiverpoolMercuryetc_0008,1882.02.15_TheLeedsMercury_0006
1882.07.26_TheBelfastNews-Letter_0006,1882.02.09_LiverpoolMercuryetc_0008
1882.07.26_TheBristolMercuryandDailyPost_0007,1882.02.07_LiverpoolMercuryetc_0008
1882.07.26_TheDerbyMercury_0001,1882.02.11_Jackson'sOxfordJournal_0002
1882.07.26_TheDerbyMercury_0004,1882.02.04_TheIpswichJournal_0006
1882.07.26_TheLeedsMercury_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.07.26_TheLeedsMercury_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.07.26_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.07.26_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.25_Jackson'sOxfordJournal_0002
1882.07.26_WesternMail_0004,1882.02.09_LiverpoolMercuryetc_0008
1882.07.27_AberdeenWeeklyJournal_0004,1882.02.04_LiverpoolMercuryetc_0008
1882.07.27_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.07.27_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.10_LiverpoolMercuryetc_0008
1882.07.27_GlasgowHerald_0007,1882.02.01_BirminghamDailyPost_0006
1882.07.27_LiverpoolMercuryetc_0003,1882.02.25_Jackson'sOxfordJournal_0002
1882.07.27_LiverpoolMercuryetc_0006,1882.02.13_TheBristolMercuryandDailyPost_0007
1882.07.27_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.07.27_TheBelfastNews-Letter_0007,1882.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.07.27_TheBristolMercuryandDailyPost_0007,1882.02.28_LiverpoolMercuryetc_0008
1882.07.27_TheLeedsMercury_0001,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.07.27_TheLeedsMercury_0006,1882.02.28_LiverpoolMercuryetc_0008
1882.07.27_WesternMail_0004,1882.02.16_TheBristolMercuryandDailyPost_0007
1882.07.28_AberdeenWeeklyJournal_0003,1882.02.20_LiverpoolMercuryetc_0008
1882.07.28_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.07.28_DailyNews_0006,1882.02.09_LiverpoolMercuryetc_0008
1882.07.28_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.10_LiverpoolMercuryetc_0008
1882.07.28_GlasgowHerald_0005,1882.02.28_LiverpoolMercuryetc_0008
1882.07.28_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.07.28_TheBelfastNews-Letter_0006,1882.02.09_LiverpoolMercuryetc_0008
1882.07.28_TheHullPacketandEastRidingTimes_0002,1882.02.25_Jackson'sOxfordJournal_0002
1882.07.28_TheHullPacketandEastRidingTimes_0004,1882.02.11_Jackson'sOxfordJournal_0002
1882.07.28_TheLeedsMercury_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.07.28_TheLeedsMercury_0006,1882.02.10_LiverpoolMercuryetc_0008
1882.07.29_AberdeenWeeklyJournal_0004,1882.02.11_LiverpoolMercuryetc_0008
1882.07.29_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.07.29_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.28_LiverpoolMercuryetc_0008
1882.07.29_Freeman'sJournalandDailyCommercialAdvertiser_0007,1882.02.14_TheBelfastNews-Letter_0006
1882.07.29_GlasgowHerald_0003,1882.02.11_LiverpoolMercuryetc_0008
1882.07.29_GlasgowHerald_0007,1882.02.10_LiverpoolMercuryetc_0008
1882.07.29_HampshireTelegraphandSussexChronicleetc_0006,1882.02.20_TheLeedsMercury_0007
1882.07.29_HampshireTelegraphandSussexChronicleetc_0007,1882.02.03_TheHullPacketandEastRidingTimes_0004
1882.07.29_Jackson'sOxfordJournal_0002,1882.02.24_TheHullPacketandEastRidingTimes_0002
1882.07.29_Jackson'sOxfordJournal_0003,1882.02.18_TheIpswichJournal_S0004
1882.07.29_LiverpoolMercuryetc_0008,1882.02.25_TheBelfastNews-Letter_0006
1882.07.29_TheBelfastNews-Letter_0006,1882.02.07_LiverpoolMercuryetc_0008
1882.07.29_TheIpswichJournal_0002,1882.02.11_Jackson'sOxfordJournal_0002
1882.07.29_TheIpswichJournal_0006,1882.02.25_Jackson'sOxfordJournal_0002
1882.07.29_TheIpswichJournal_0008,1882.02.08_LiverpoolMercuryetc_0008
1882.07.29_TheLeedsMercury_0003,1882.02.17_BirminghamDailyPost_0006
1882.07.29_TheLeedsMercury_0011,1882.02.07_LiverpoolMercuryetc_0008
1882.07.29_WesternMail_0004,1882.02.08_LiverpoolMercuryetc_0008
1882.07.30_Reynolds'sNewspaper_0006,1882.02.17_TheHullPacketandEastRidingTimes_0007
1882.07.30_Reynolds'sNewspaper_0007,1882.02.21_GlasgowHerald_0002
1882.07.31_AberdeenWeeklyJournal_0004,1882.02.20_LiverpoolMercuryetc_0008
1882.07.31_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.07.31_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.25_LiverpoolMercuryetc_0008
1882.07.31_GlasgowHerald_0004,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.07.31_GlasgowHerald_0005,1882.02.11_LiverpoolMercuryetc_0008
1882.07.31_GlasgowHerald_0008,1882.02.14_LiverpoolMercuryetc_0006
1882.07.31_LiverpoolMercuryetc_0008,1882.02.06_TheLeedsMercury_0006
1882.07.31_TheBelfastNews-Letter_0006,1882.02.27_LiverpoolMercuryetc_0008
1882.07.31_TheLeedsMercury_0001,1882.02.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.07.31_TheLeedsMercury_0003,1882.02.25_HampshireTelegraphandSussexChronicleetc_0006
1882.07.31_TheLeedsMercury_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.08.01_AberdeenWeeklyJournal_0004,1882.02.04_LiverpoolMercuryetc_0008
1882.08.01_BirminghamDailyPost_0004,1882.02.01_TheBelfastNews-Letter_0004
1882.08.01_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.01_BirminghamDailyPost_0007,1882.02.04_Jackson'sOxfordJournal_0002
1882.08.01_DailyNews_0006,1882.02.27_LiverpoolMercuryetc_0008
1882.08.01_Freeman'sJournalandDailyCommercialAdvertiser_0002,1882.02.14_TheBelfastNews-Letter_0006
1882.08.01_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.09_LiverpoolMercuryetc_0008
1882.08.01_GlasgowHerald_0007,1882.02.04_LiverpoolMercuryetc_0008
1882.08.01_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.08.01_TheBelfastNews-Letter_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.08.01_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.08.01_TheIpswichJournal_0004,1882.02.08_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.08.01_TheLeedsMercury_0006,1882.02.08_LiverpoolMercuryetc_0008
1882.08.01_WesternMail_0004,1882.02.28_LiverpoolMercuryetc_0008
1882.08.02_AberdeenWeeklyJournal_0003,1882.02.04_LiverpoolMercuryetc_0008
1882.08.02_BaneracAmserauCymru_0012,1882.02.25_YGoleuad_0014
1882.08.02_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.02_GlasgowHerald_0005,1882.02.25_LiverpoolMercuryetc_0008
1882.08.02_LiverpoolMercuryetc_0008,1882.02.11_GlasgowHerald_0003
1882.08.02_TheBelfastNews-Letter_0002,1882.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.08.02_TheBelfastNews-Letter_0004,1882.02.07_GlasgowHerald_0002
1882.08.02_TheBelfastNews-Letter_0006,1882.02.15_LiverpoolMercuryetc_0008
1882.08.02_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.08.02_TheDerbyMercury_0001,1882.02.11_Jackson'sOxfordJournal_0002
1882.08.02_TheDerbyMercury_0004,1882.02.04_TheIpswichJournal_0006
1882.08.02_TheLeedsMercury_0001,1882.02.11_Jackson'sOxfordJournal_0002
1882.08.02_TheLeedsMercury_0007,1882.02.15_LiverpoolMercuryetc_0008
1882.08.02_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.11_TheIpswichJournal_0006
1882.08.02_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1882.02.25_TheIpswichJournal_0009
1882.08.02_WesternMail_0004,1882.02.10_TheHullPacketandEastRidingTimes_0002
1882.08.03_AberdeenWeeklyJournal_0004,1882.02.11_LiverpoolMercuryetc_0008
1882.08.03_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.03_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.04_TheBelfastNews-Letter_0006
1882.08.03_GlasgowHerald_0002,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.08.03_GlasgowHerald_0007,1882.02.18_LiverpoolMercuryetc_0008
1882.08.03_LiverpoolMercuryetc_0008,1882.02.07_TheBelfastNews-Letter_0006
1882.08.03_TheBelfastNews-Letter_0006,1882.02.24_LiverpoolMercuryetc_0008
1882.08.03_TheLeedsMercury_0003,1882.02.25_HampshireTelegraphandSussexChronicleetc_0006
1882.08.03_TheLeedsMercury_0006,1882.02.07_LiverpoolMercuryetc_0008
1882.08.03_WesternMail_0001,1882.02.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.08.03_WesternMail_0004,1882.02.09_LiverpoolMercuryetc_0008
1882.08.04_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.04_DailyNews_0007,1882.02.24_LiverpoolMercuryetc_0008
1882.08.04_Freeman'sJournalandDailyCommercialAdvertiser_0007,1882.02.14_TheBelfastNews-Letter_0006
1882.08.04_TheBelfastNews-Letter_0006,1882.02.10_LiverpoolMercuryetc_0008
1882.08.04_TheHullPacketandEastRidingTimes_0001,1882.02.18_Jackson'sOxfordJournal_0002
1882.08.04_TheHullPacketandEastRidingTimes_0002,1882.02.25_Jackson'sOxfordJournal_0002
1882.08.04_TheHullPacketandEastRidingTimes_0003,1882.02.11_Jackson'sOxfordJournal_0002
1882.08.04_TheLeedsMercury_0006,1882.02.24_LiverpoolMercuryetc_0008
1882.08.05_AberdeenWeeklyJournal_0004,1882.02.11_LiverpoolMercuryetc_0008
1882.08.05_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.05_GlasgowHerald_0007,1882.02.11_LiverpoolMercuryetc_0008
1882.08.05_HampshireTelegraphandSussexChronicleetc_0007,1882.02.03_TheHullPacketandEastRidingTimes_0004
1882.08.05_Jackson'sOxfordJournal_0002,1882.02.24_TheHullPacketandEastRidingTimes_0002
1882.08.05_Jackson'sOxfordJournal_0003,1882.02.03_DailyNews_0001
1882.08.05_Jackson'sOxfordJournal_0005,1882.02.18_TheIpswichJournal_S0004
1882.08.05_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.08.05_TheBelfastNews-Letter_0006,1882.02.27_LiverpoolMercuryetc_0008
1882.08.05_TheGraphic_0023,1882.02.02_DailyNews_0004
1882.08.05_TheIpswichJournal_0002,1882.02.18_Jackson'sOxfordJournal_0002
1882.08.05_TheIpswichJournal_0003,1882.02.24_TheHullPacketandEastRidingTimes_0004
1882.08.05_TheIpswichJournal_0006,1882.02.25_Jackson'sOxfordJournal_0002
1882.08.05_TheIpswichJournal_0009,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.08.05_TheLeedsMercury_0011,1882.02.04_LiverpoolMercuryetc_0008
1882.08.05_TheLeedsMercury_0012,1882.02.08_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.08.05_TheLeedsMercury_S0004,1882.02.04_Jackson'sOxfordJournal_0002
1882.08.05_WesternMail_0004,1882.02.04_LiverpoolMercuryetc_0008
1882.08.07_AberdeenWeeklyJournal_0004,1882.02.25_LiverpoolMercuryetc_0008
1882.08.07_BirminghamDailyPost_0006,1882.02.27_LiverpoolMercuryetc_0008
1882.08.07_BirminghamDailyPost_0007,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.08.07_GlasgowHerald_0005,1882.02.28_LiverpoolMercuryetc_0008
1882.08.07_GlasgowHerald_0011,1882.02.24_TheLeedsMercury_0006
1882.08.07_LiverpoolMercuryetc_0008,1882.02.16_GlasgowHerald_0007
1882.08.07_TheBelfastNews-Letter_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.08.07_TheLeedsMercury_0006,1882.02.20_LiverpoolMercuryetc_0008
