1832.06.01_TheMorningChronicle_0002,1832.06.01_TheBelfastNews-Letter_0004
1832.09.29_TheLeedsMercury_0006,1832.06.09_PrestonChronicle_0003
1832.09.29_TheLeedsMercury_0006,1832.06.29_LiverpoolMercuryetc_0007
1832.10.03_TheDerbyMercury_0002,1832.06.27_TheAberdeenJournal_0001
1832.10.05_LiverpoolMercuryetc_0007,1832.06.02_PrestonChronicle_0003
1832.10.05_LiverpoolMercuryetc_0007,1832.06.09_PrestonChronicle_0003
1832.10.05_LiverpoolMercuryetc_0007,1832.06.22_TheBelfastNews-Letter_0004
1832.10.05_TheBelfastNews-Letter_0004,1832.06.22_LiverpoolMercuryetc_0007
1832.10.06_TheLeedsMercury_0006,1832.06.09_PrestonChronicle_0003
1832.10.06_TheLeedsMercury_0006,1832.06.22_LiverpoolMercuryetc_0007
1832.10.12_LiverpoolMercuryetc_0003,1832.06.24_TheExaminer_0014
1832.10.12_LiverpoolMercuryetc_0003,1832.06.25_CaledonianMercury_0001
1832.10.12_LiverpoolMercuryetc_0007,1832.06.09_PrestonChronicle_0003
1832.10.12_LiverpoolMercuryetc_0007,1832.06.15_TheBelfastNews-Letter_0004
1832.10.13_ThePoorMan'sGuardian_0007,1832.06.25_Freeman'sJournalandDailyCommercialAdvertiser_0002
1832.10.13_ThePoorMan'sGuardian_0007,1832.06.30_Freeman'sJournalandDailyCommercialAdvertiser_0001
1832.10.15_HampshireTelegraphandSussexChronicleetc_0002,1832.06.30_CaledonianMercury_0001
1832.10.19_LiverpoolMercuryetc_0007,1832.06.02_PrestonChronicle_0003
1832.10.19_LiverpoolMercuryetc_0007,1832.06.09_PrestonChronicle_0003
1832.10.19_TheBelfastNews-Letter_0004,1832.06.08_LiverpoolMercuryetc_0007
1832.10.26_LiverpoolMercuryetc_0007,1832.06.02_PrestonChronicle_0003
1832.10.26_LiverpoolMercuryetc_0007,1832.06.09_PrestonChronicle_0003
1832.10.26_TheBelfastNews-Letter_0004,1832.06.01_LiverpoolMercuryetc_0007
1832.10.26_TheBelfastNews-Letter_0004,1832.06.08_LiverpoolMercuryetc_0007
1832.10.26_TheBelfastNews-Letter_0004,1832.06.09_PrestonChronicle_0003
1832.10.26_TheBelfastNews-Letter_0004,1832.06.15_LiverpoolMercuryetc_0007
1832.10.26_TheBelfastNews-Letter_0004,1832.06.22_LiverpoolMercuryetc_0007
1832.10.27_PrestonChronicle_0003,1832.06.01_LiverpoolMercuryetc_0007
1832.10.27_PrestonChronicle_0003,1832.06.08_LiverpoolMercuryetc_0007
1832.10.27_PrestonChronicle_0003,1832.06.15_LiverpoolMercuryetc_0007
1832.10.27_PrestonChronicle_0003,1832.06.29_TheBelfastNews-Letter_0004
1832.10.27_TheBristolMercury_0001,1832.06.05_TheBelfastNews-Letter_0003
1832.10.27_TheBristolMercury_0001,1832.06.08_TheBelfastNews-Letter_0003
1832.11.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004,1832.06.25_CaledonianMercury_0001
1832.11.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004,1832.06.29_LiverpoolMercuryetc_0003
1832.11.02_LiverpoolMercuryetc_0007,1832.06.02_PrestonChronicle_0003
1832.11.02_LiverpoolMercuryetc_0007,1832.06.08_TheBelfastNews-Letter_0004
1832.11.02_LiverpoolMercuryetc_0007,1832.06.09_PrestonChronicle_0003
1832.11.02_LiverpoolMercuryetc_0007,1832.06.15_TheBelfastNews-Letter_0004
1832.11.02_LiverpoolMercuryetc_0007,1832.06.22_TheBelfastNews-Letter_0001
1832.11.02_LiverpoolMercuryetc_0007,1832.06.29_TheBelfastNews-Letter_0004
1832.11.02_TheBelfastNews-Letter_0004,1832.06.08_LiverpoolMercuryetc_0007
1832.11.03_PrestonChronicle_0003,1832.06.08_LiverpoolMercuryetc_0007
1832.11.03_PrestonChronicle_0003,1832.06.22_LiverpoolMercuryetc_0007
1832.11.03_TheNewcastleCourantetc_0003,1832.06.25_CaledonianMercury_0001
1832.11.06_TheHullPacketandHumberMercury_0001,1832.06.24_TheExaminer_0014
1832.11.06_TheHullPacketandHumberMercury_0001,1832.06.25_TheMorningChronicle_0001
1832.11.09_LiverpoolMercuryetc_0007,1832.06.02_PrestonChronicle_0003
1832.11.09_LiverpoolMercuryetc_0007,1832.06.09_PrestonChronicle_0003
1832.11.10_PrestonChronicle_0003,1832.06.01_LiverpoolMercuryetc_0007
1832.11.10_PrestonChronicle_0003,1832.06.08_LiverpoolMercuryetc_0007
1832.11.10_PrestonChronicle_0003,1832.06.15_LiverpoolMercuryetc_0007
1832.11.10_PrestonChronicle_0003,1832.06.22_LiverpoolMercuryetc_0007
1832.11.10_PrestonChronicle_0003,1832.06.22_TheBelfastNews-Letter_0004
1832.11.13_TheHullPacketandHumberMercury_0001,1832.06.24_TheExaminer_0016
1832.11.16_LiverpoolMercuryetc_0003,1832.06.01_TheBelfastNews-Letter_0004
1832.11.16_LiverpoolMercuryetc_0003,1832.06.02_PrestonChronicle_0003
1832.11.16_LiverpoolMercuryetc_0003,1832.06.08_TheBelfastNews-Letter_0004
1832.11.16_LiverpoolMercuryetc_0003,1832.06.09_PrestonChronicle_0003
1832.11.16_LiverpoolMercuryetc_0003,1832.06.15_TheBelfastNews-Letter_0004
1832.11.23_LiverpoolMercuryetc_0003,1832.06.02_PrestonChronicle_0003
1832.11.23_LiverpoolMercuryetc_0003,1832.06.09_PrestonChronicle_0003
1832.11.30_LiverpoolMercuryetc_0007,1832.06.02_PrestonChronicle_0003
1832.11.30_LiverpoolMercuryetc_0007,1832.06.09_PrestonChronicle_0003
1832.11.30_LiverpoolMercuryetc_0007,1832.06.15_TheBelfastNews-Letter_0004
1832.12.01_PrestonChronicle_0003,1832.06.01_LiverpoolMercuryetc_0007
1832.12.01_PrestonChronicle_0003,1832.06.08_LiverpoolMercuryetc_0007
1832.12.01_PrestonChronicle_0003,1832.06.15_LiverpoolMercuryetc_0007
1832.12.01_PrestonChronicle_0003,1832.06.22_LiverpoolMercuryetc_0007
1832.12.05_TheDerbyMercury_0001,1832.06.16_TheBristolMercury_0001
1832.12.05_TheDerbyMercury_0001,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0029
1832.12.05_TheDerbyMercury_0001,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0030
1832.12.05_TheDerbyMercury_0001,1832.06.23_TheBristolMercury_0001
1832.12.07_LiverpoolMercuryetc_0003,1832.06.02_PrestonChronicle_0003
1832.12.07_LiverpoolMercuryetc_0003,1832.06.02_TheBristolMercury_0004
1832.12.07_LiverpoolMercuryetc_0003,1832.06.09_PrestonChronicle_0003
1832.12.07_LiverpoolMercuryetc_0003,1832.06.23_TheBristolMercury_0004
1832.12.08_PrestonChronicle_0001,1832.06.12_TheHullPacketandHumberMercury_0001
1832.12.08_PrestonChronicle_0001,1832.06.19_TheHullPacketandHumberMercury_0001
1832.12.08_TheBristolMercury_0004,1832.06.09_PrestonChronicle_0003
1832.12.14_LiverpoolMercuryetc_0003,1832.06.02_PrestonChronicle_0003
1832.12.14_LiverpoolMercuryetc_0003,1832.06.09_PrestonChronicle_0003
1832.12.14_LiverpoolMercuryetc_0003,1832.06.22_TheBelfastNews-Letter_0001
1832.12.14_TheBelfastNews-Letter_0004,1832.06.15_LiverpoolMercuryetc_0007
1832.12.19_TheAberdeenJournal_0001,1832.06.25_CaledonianMercury_0001
1832.12.19_TheAberdeenJournal_0001,1832.06.29_LiverpoolMercuryetc_0003
1832.12.21_LiverpoolMercuryetc_0003,1832.06.09_PrestonChronicle_0003
1832.12.22_PrestonChronicle_0001,1832.06.12_TheHullPacketandHumberMercury_0001
1832.12.22_PrestonChronicle_0001,1832.06.19_TheHullPacketandHumberMercury_0001
1832.12.28_TheBelfastNews-Letter_0004,1832.06.15_LiverpoolMercuryetc_0007
1832.12.28_TheBelfastNews-Letter_0004,1832.06.22_LiverpoolMercuryetc_0007
1833.01.04_HullPacket_0002,1832.06.26_TheHullPacketandHumberMercury_0001
1833.01.04_LiverpoolMercuryetc_0007,1832.06.22_TheBelfastNews-Letter_0001
1833.01.05_PrestonChronicle_0003,1832.06.22_LiverpoolMercuryetc_0007
